"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary"
"9299",0.58,0.49,0.428571428571429,0.435483870967742,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13034",0.68,0.66,0.571428571428571,0.738709677419355,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"11569",0.57,0.69,0.428571428571429,0.683870967741935,0.8,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"14443",0.92,0.99,0.714285714285714,0.82258064516129,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11488",0.75,0.53,0.571428571428571,0.72258064516129,0.4,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"14946",0.14,0.75,0.571428571428571,0.893548387096774,0.5,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3568",0.53,0.85,0.714285714285714,0.519354838709677,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"4716",0.63,0.57,0.714285714285714,0.516129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"5793",0.18,0.68,0.857142857142857,0.496774193548387,0.5,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"9036",0.65,0.54,0.571428571428571,0.616129032258064,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"11499",0.56,0.66,0.571428571428571,0.851612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3680",0.84,0.53,0.428571428571429,0.764516129032258,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11652",0.61,0.77,0.714285714285714,0.748387096774194,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"221",0.1,0.84,0.857142857142857,0.92258064516129,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"9303",0.76,0.8,0.428571428571429,0.651612903225806,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"11539",0.17,0.66,0.857142857142857,0.72258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6558",0.8,0.8,0.428571428571429,0.564516129032258,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"2892",0.29,0.58,0.714285714285714,0.754838709677419,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"267",0.11,0.95,0.857142857142857,0.92258064516129,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"4024",0.26,0.97,0.428571428571429,0.403225806451613,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13007",0.56,0.74,0.428571428571429,0.496774193548387,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"13267",0.45,0.48,0.428571428571429,0.467741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"7709",0.99,0.54,0.571428571428571,0.770967741935484,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"3118",0.75,0.96,0.428571428571429,0.445161290322581,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"6953",0.97,0.58,0.571428571428571,0.603225806451613,0.4,1,"0",0,0,0,0,1,0,0,0,0,0,0,1
"11381",0.24,0.62,0.857142857142857,0.725806451612903,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14844",0.11,0.89,0.857142857142857,0.838709677419355,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1474",0.09,0.96,0.857142857142857,0.790322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3985",0.59,0.93,0.428571428571429,0.854838709677419,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5134",0.71,0.76,0.428571428571429,0.564516129032258,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3682",0.19,0.91,0.857142857142857,0.490322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"6684",0.51,0.5,0.285714285714286,0.758064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5195",0.26,0.71,0.857142857142857,0.609677419354839,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"14601",0.42,0.57,0.285714285714286,0.496774193548387,0.3,1,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"668",0.91,0.97,0.571428571428571,0.883870967741936,0.6,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3731",0.79,0.78,0.428571428571429,0.325806451612903,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"13749",0.6,0.9,0.571428571428571,0.838709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6934",0.87,0.97,0.571428571428571,0.516129032258065,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"6782",0.8,0.73,0.428571428571429,0.541935483870968,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"10627",0.16,0.54,0.714285714285714,0.664516129032258,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9474",0.75,0.53,0.428571428571429,0.496774193548387,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"702",0.89,0.82,0.571428571428571,0.783870967741935,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9863",0.75,0.93,0.571428571428571,0.629032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"5154",0.82,0.92,0.714285714285714,0.638709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12543",0.77,0.91,0.714285714285714,0.761290322580645,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"10998",0.51,0.58,0.571428571428571,0.451612903225806,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"1975",0.36,0.48,0.285714285714286,0.490322580645161,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"4185",0.5,0.69,0.714285714285714,0.554838709677419,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"1789",0.42,0.48,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,1
"8366",0.94,0.81,0.428571428571429,0.632258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"7965",0.91,0.61,0.428571428571429,0.82258064516129,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"9766",0.6,0.61,0.428571428571429,0.335483870967742,0.5,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"4414",0.6,0.65,0.571428571428571,0.516129032258065,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8586",0.85,0.96,0.714285714285714,0.532258064516129,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"14049",0.7,0.95,0.428571428571429,0.509677419354839,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"10535",0.83,0.5,0.714285714285714,0.883870967741936,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"1076",0.74,0.89,0.571428571428571,0.861290322580645,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6395",0.72,0.7,0.428571428571429,0.767741935483871,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"759",0.39,0.54,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4812",0.6,0.81,0.571428571428571,0.790322580645161,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10401",0.83,0.53,0.428571428571429,0.6,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"59",0.38,0.54,0.285714285714286,0.412903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10937",0.78,0.6,0.571428571428571,0.461290322580645,0.2,0,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6559",0.66,0.84,0.428571428571429,0.680645161290323,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,1
"10212",0.92,0.66,0.428571428571429,0.741935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"9442",0.78,0.9,0.571428571428571,0.767741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8103",0.71,0.93,0.285714285714286,0.641935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9969",0.58,0.62,0.428571428571429,0.587096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9308",0.68,0.44,0.714285714285714,0.532258064516129,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"4098",0.54,0.96,0.428571428571429,0.474193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"1377",0.74,1,0.714285714285714,0.716129032258065,0.6,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"13627",0.69,0.51,0.428571428571429,0.829032258064516,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"10426",0.63,0.54,0.571428571428571,0.474193548387097,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"8675",0.64,0.72,0.571428571428571,0.819354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1698",0.1,0.87,1,0.964516129032258,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7789",0.69,0.76,0.571428571428571,0.829032258064516,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14298",0.17,0.84,0.714285714285714,0.748387096774194,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12715",0.4,0.51,0.285714285714286,0.464516129032258,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"130",0.37,0.45,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"3343",0.82,0.58,0.571428571428571,0.590322580645161,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"1841",0.1,0.97,1,0.987096774193548,0.4,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"4616",0.97,0.78,0.571428571428571,0.841935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"10278",0.87,0.84,0.714285714285714,0.696774193548387,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"14031",0.61,0.61,0.571428571428571,0.793548387096774,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10117",0.99,0.55,0.428571428571429,0.312903225806452,0.6,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"7136",0.33,0.61,0.285714285714286,0.525806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"6168",0.5,0.59,0.428571428571429,0.838709677419355,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13420",0.93,0.73,0.571428571428571,0.912903225806452,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"1700",0.43,0.46,0.285714285714286,0.406451612903226,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1063",0.87,0.83,0.714285714285714,0.861290322580645,0.5,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"12571",0.44,0.52,0.285714285714286,0.441935483870968,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"6002",0.64,0.51,0.571428571428571,0.796774193548387,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"599",0.37,0.46,0.285714285714286,0.506451612903226,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"9153",0.66,0.84,0.571428571428571,0.6,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"6625",0.95,0.73,0.571428571428571,0.767741935483871,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8735",0.86,0.73,0.428571428571429,0.77741935483871,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"3828",0.6,0.77,0.571428571428571,0.738709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2224",0.53,0.72,0.285714285714286,0.554838709677419,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1615",0.43,0.54,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7175",0.67,0.54,0.714285714285714,0.506451612903226,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"7744",0.85,0.52,0.571428571428571,0.561290322580645,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"1988",0.84,0.84,0.714285714285714,0.767741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"2399",0.54,0.93,0.571428571428571,0.519354838709677,0.4,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"10765",0.94,0.52,0.571428571428571,0.7,0.6,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7450",0.79,0.97,0.714285714285714,0.670967741935484,0.4,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"12162",0.9,0.98,0.714285714285714,0.783870967741935,0.6,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"9514",0.92,0.54,0.571428571428571,0.7,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"185",0.36,0.55,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14906",0.11,0.77,0.857142857142857,0.796774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"12592",0.66,0.67,0.285714285714286,0.82258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"8922",0.72,0.45,0.571428571428571,0.461290322580645,0.6,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"1515",0.1,0.68,0.428571428571429,0.57741935483871,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13004",0.61,0.42,0.428571428571429,0.335483870967742,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"9535",0.96,0.5,0.428571428571429,0.7,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2098",0.94,0.83,0.285714285714286,0.596774193548387,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"10521",0.58,0.87,0.571428571428571,0.583870967741935,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13304",0.61,0.5,0.571428571428571,0.867741935483871,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"5939",1,0.59,0.714285714285714,0.587096774193548,0.3,1,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"4202",0.49,0.71,0.428571428571429,0.82258064516129,0.2,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"3661",0.88,0.59,0.857142857142857,0.783870967741935,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,1
"3145",0.5,0.75,0.714285714285714,0.82258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7981",0.63,0.58,0.571428571428571,0.761290322580645,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"10675",0.72,0.79,0.428571428571429,0.712903225806452,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,1
"9447",0.95,0.58,0.714285714285714,0.429032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7710",0.75,0.88,0.428571428571429,0.72258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11446",0.51,0.63,0.714285714285714,0.838709677419355,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,1
"10708",0.96,0.55,0.428571428571429,0.725806451612903,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"284",0.1,0.93,0.857142857142857,0.932258064516129,0.4,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5372",0.83,0.57,0.285714285714286,0.793548387096774,0.5,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"718",0.11,0.78,0.857142857142857,0.783870967741935,0.4,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"11251",0.5,0.77,0.428571428571429,0.854838709677419,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13024",0.91,0.75,0.571428571428571,0.512903225806452,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7650",0.94,0.85,0.571428571428571,0.580645161290323,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"12016",0.38,0.54,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14447",0.83,0.85,0.571428571428571,0.82258064516129,0.5,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"9421",0.5,0.56,0.428571428571429,0.848387096774194,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"7207",0.68,0.74,0.571428571428571,0.693548387096774,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10750",0.96,0.7,0.428571428571429,0.667741935483871,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1
"12731",0.43,0.47,0.285714285714286,0.412903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11562",0.73,0.56,0.428571428571429,0.790322580645161,0.8,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1007",0.4,0.47,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"55",0.1,0.92,1,0.990322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"736",0.83,0.99,0.714285714285714,0.832258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,1
"12208",0.78,0.87,0.571428571428571,0.735483870967742,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8117",0.78,0.5,0.428571428571429,0.538709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4421",0.77,0.78,0.571428571428571,0.683870967741935,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"13514",0.66,0.49,0.571428571428571,0.506451612903226,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8326",0.61,0.89,0.428571428571429,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7484",0.98,0.89,0.428571428571429,0.483870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"5407",0.73,0.78,0.571428571428571,0.583870967741935,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"4500",0.94,0.8,0.714285714285714,0.358064516129032,0.4,0,"0",1,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"11382",0.37,0.72,0.428571428571429,0.390322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"591",0.38,0.55,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14907",0.79,0.93,0.714285714285714,0.864516129032258,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"12058",0.1,0.81,0.857142857142857,0.996774193548387,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"9824",0.58,0.67,0.714285714285714,0.854838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"9634",0.23,0.84,0.714285714285714,0.42258064516129,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4898",0.85,0.81,0.571428571428571,0.529032258064516,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7806",0.17,0.45,0.285714285714286,0.383870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1932",0.43,0.51,0.285714285714286,0.412903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11044",0.61,0.83,0.571428571428571,0.493548387096774,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12478",0.09,0.79,0.857142857142857,0.887096774193548,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2872",0.77,0.49,0.571428571428571,0.7,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10841",0.63,0.64,0.428571428571429,0.580645161290323,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"8389",0.59,0.79,0.428571428571429,0.7,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"13470",0.76,0.77,0.571428571428571,0.545161290322581,1,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"2232",0.61,0.84,0.714285714285714,0.335483870967742,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7397",0.53,0.61,0.571428571428571,0.638709677419355,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"12279",0.09,0.78,0.857142857142857,0.819354838709677,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14874",0.1,0.79,0.857142857142857,0.887096774193548,0.4,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"334",0.45,0.52,0.285714285714286,0.467741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"13721",0.75,0.87,0.571428571428571,0.470967741935484,0.8,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"6892",0.49,0.58,0.714285714285714,0.793548387096774,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"5471",0.58,0.84,0.571428571428571,0.874193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"5870",0.72,0.94,0.428571428571429,0.832258064516129,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"1307",0.11,0.93,0.857142857142857,0.890322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2275",0.92,0.92,0.428571428571429,0.512903225806452,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"5698",0.81,0.98,0.857142857142857,0.632258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4804",0.27,0.69,0.285714285714286,0.570967741935484,0.5,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"5835",0.97,0.51,0.571428571428571,0.77741935483871,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"4272",0.52,0.86,0.714285714285714,0.541935483870968,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"7872",0.52,0.88,0.428571428571429,0.841935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2190",0.92,0.91,0.571428571428571,0.716129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13438",0.57,1,0.571428571428571,0.732258064516129,1,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"618",0.83,0.95,0.571428571428571,0.809677419354839,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"5227",0.93,0.94,0.428571428571429,0.590322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"13519",0.72,0.62,0.428571428571429,0.783870967741935,0.2,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"9064",0.64,0.38,0.285714285714286,0.867741935483871,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"861",0.79,1,0.571428571428571,0.703225806451613,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5757",0.18,0.86,0.714285714285714,0.861290322580645,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"5980",0.48,0.62,0.571428571428571,0.67741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7135",0.86,0.88,0.571428571428571,0.883870967741936,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"6312",0.8,0.88,0.714285714285714,0.641935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8749",0.21,0.81,0.714285714285714,0.545161290322581,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"1965",0.88,0.86,0.714285714285714,0.832258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"12744",0.11,0.9,0.857142857142857,0.970967741935484,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7992",0.24,0.54,0.857142857142857,0.62258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"7695",0.72,0.76,0.428571428571429,0.841935483870968,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"1640",0.42,0.46,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10693",0.71,0.9,0.428571428571429,0.445161290322581,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"6712",0.76,0.62,0.571428571428571,0.612903225806452,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"10971",0.48,0.61,0.428571428571429,0.809677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"646",0.4,0.54,0.285714285714286,0.454838709677419,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11500",0.65,0.77,0.571428571428571,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3779",0.8,0.78,0.428571428571429,0.564516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"3967",0.82,0.58,0.571428571428571,0.651612903225806,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"9021",0.69,0.8,0.428571428571429,0.570967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"13296",0.93,0.94,0.571428571428571,0.751612903225806,0.6,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"99",0.11,0.97,0.857142857142857,0.916129032258065,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
